indicator,indicator_family,required
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Fossil,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|Bio|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|Bio|,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Heating|Steam|Gases|P2G,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Solid bio and waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Water heating and cooking|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Brown Coal| ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Hard Coal| ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Coal|Coal products| ,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Fossil,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Bio,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|Bio|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Cement and minerals|Others|Gases|P2G,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|Bio,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Solid bio and waste,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|Hydrogen,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Liquids|P2L,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2 emissions|Heating|Undefined|Gases|P2G,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Brown Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Brown Coal|Lignite,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Coal|Hard Coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Coal|Hard Coal|Coking coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Coal|Coal products,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Fossil,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Gases|Bio|Biomethane,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Bio,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Low enthalpy heat|Gases|P2G,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|Bio|Others,fuel_eff_emi_heating,False
Efficiency|Heating|Space heating|Residential|Gases|Bio,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Solid bio and waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Gases|Hydrogen,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Hard Coal|Bituminous coal,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Coal|Coal products| ,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Liquids|P2L,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Fossil,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Gases|P2G,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Fossil|Diesel,fuel_eff_emi_heavy_ind,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Fossil|Gasoline,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Electricity,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Fossil|Methanol,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Electricity|Direct,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Efficiency|Heating|Space heating|Residential|Electricity|Heat Pumps,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Residentual|Space heating|Residential|District heating,fuel_eff_emi_heating,False
Emissions|Kyoto gases|Fossil CO2|Heavy industries|Chemicals and petrochemicals|Heating|Steam|Liquids|Bio,fuel_eff_emi_heavy_ind,False
